dvfs_mode,state,submission_time,start_time,finish_time,nodes,job_id,terminated
base,active,4103.0,4153.0,4224.0,0 1 2 3 4 5 6 7,49.0,False
base,active,,4214.0,4334.0,8 9 10 11 12 13 14,-1.0,
base,switching_on,,4214.0,4334.0,15 16,-3.0,
base,active,,4224.0,4363.0,0 1 2 3 4 5 6,-1.0,
base,active,,4224.0,4586.0,7,-1.0,
base,active,4198.0,4334.0,4453.0,8 9 10 11 12 13 14 15 16,50.0,False
base,active,4363.0,4363.0,4459.0,0 1 2 3 4 5 6,51.0,False
base,active,,4453.0,4586.0,8 9 10 11 12 13 14,-1.0,
base,active,,4453.0,5007.0,15 16,-1.0,
base,active,,4459.0,4466.0,0 1 2 3 4 5 6,-1.0,
base,active,4466.0,4466.0,4625.0,0 1 2 3 4 5 6,52.0,False
base,active,4586.0,4586.0,4648.0,7 8 9 10 11 12 13 14,53.0,False
base,active,4586.0,4625.0,4673.0,0 1 2 3 4 5 6,54.0,False
base,active,,4648.0,4741.0,7 8,-1.0,
base,active,,4648.0,4978.0,9 10 11 12 13,-1.0,
base,active,,4648.0,5007.0,14,-1.0,
base,active,,4673.0,4741.0,0 1 2 3 4 5 6,-1.0,
base,active,4741.0,4741.0,4768.0,0 1 2 3 4 5 6 7 8,55.0,False
base,active,,4768.0,4913.0,0 1 2 3 4 5,-1.0,
base,active,,4768.0,4978.0,6 7 8,-1.0,
base,active,4913.0,4913.0,4993.0,0 1 2 3 4 5,56.0,False
base,active,4978.0,4978.0,5049.0,6 7 8 9 10 11 12 13,57.0,False
base,active,,4993.0,5007.0,0 1 2 3 4 5,-1.0,
base,active,5007.0,5007.0,5079.0,0 1 2 3 4 5 14 15 16,58.0,False
base,active,,5049.0,5111.0,6 7 8,-1.0,
base,active,,5049.0,5642.0,9 10 11 12 13,-1.0,
base,active,,5079.0,5111.0,0 1 2 3 4 5,-1.0,
base,active,,5079.0,5679.0,14 15 16,-1.0,
base,active,5111.0,5111.0,5176.0,0 1 2 3 4 5 6 7 8,59.0,False
base,active,,5176.0,5243.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,5176.0,5642.0,8,-1.0,
base,active,5243.0,5243.0,5316.0,0 1 2 3 4 5 6 7,60.0,False
base,active,,5316.0,5629.0,0 1 2 3 4 5 6,-1.0,
base,active,,5316.0,5642.0,7,-1.0,
base,active,5629.0,5629.0,5671.0,0 1 2 3 4 5 6,61.0,False
base,active,5642.0,5642.0,5678.0,7 8 9 10 11 12 13,62.0,False
base,active,,5671.0,5709.0,0 1 2 3 4 5 6,-1.0,
base,active,,5678.0,5901.0,7 8 9,-1.0,
base,active,,5678.0,6036.0,10 11 12 13,-1.0,
base,switching_off,,5679.0,5799.0,14 15 16,-2.0,
base,active,5709.0,5709.0,5781.0,0 1 2 3 4 5 6,63.0,False
base,active,,5781.0,5901.0,0 1 2 3 4 5 6,-1.0,
base,sleeping,,5799.0,6103.0,14 15 16,-4.0,
base,active,5901.0,5901.0,5957.0,0 1 2 3 4 5 6 7 8 9,64.0,False
base,active,,5957.0,6007.0,0 1 2 3 4 5 6 7 8,-1.0,
base,active,,5957.0,6036.0,9,-1.0,
base,active,6007.0,6007.0,6103.0,0 1 2 3 4 5 6 7 8,65.0,False
base,active,6036.0,6036.0,6101.0,9 10 11 12 13,66.0,False
base,active,,6101.0,6103.0,9,-1.0,
base,active,,6101.0,6223.0,10 11 12 13,-1.0,
base,active,6039.0,6103.0,6151.0,0 1 2 3 4 5 6 7 8 9,67.0,False
base,switching_on,,6103.0,6223.0,14 15 16 17 18,-3.0,
base,active,6114.0,6151.0,6240.0,0 1 2 3 4 5 6 7,69.0,False
base,active,,6151.0,6271.0,8 9,-1.0,
base,switching_on,,6151.0,6271.0,19 20 21 22 23,-3.0,
base,active,6051.0,6223.0,6339.0,10 11 12 13 14 15 16 17 18,68.0,False
base,active,6200.0,6240.0,6322.0,0 1 2 3 4 5 6 7,71.0,False
base,switching_on,,6240.0,6360.0,24 25 26 27 28 29 30,-3.0,
base,active,6120.0,6271.0,6328.0,8 9 19 20 21 22 23,70.0,False
base,active,,6322.0,6384.0,7,-1.0,
base,active,6211.0,6322.0,6450.0,0 1 2 3 4 5 6,73.0,False
base,active,,6328.0,6384.0,8 9,-1.0,
base,active,,6328.0,6836.0,19 20 21 22 23,-1.0,
base,active,,6339.0,6384.0,10 11 12 13 14 15,-1.0,
base,active,,6339.0,6792.0,16,-1.0,
base,active,,6339.0,6836.0,17 18,-1.0,
base,active,6205.0,6360.0,6500.0,24 25 26 27 28 29 30,72.0,False
base,active,6384.0,6384.0,6521.0,7 8 9 10 11 12 13 14 15,74.0,False
base,active,,6450.0,6771.0,0 1 2 3 4 5 6,-1.0,
base,active,,6500.0,6836.0,24 25,-1.0,
base,active,,6500.0,7100.0,26 27 28 29 30,-1.0,
base,active,,6521.0,6771.0,7 8,-1.0,
base,active,,6521.0,6792.0,9 10 11 12 13 14 15,-1.0,
base,active,6771.0,6771.0,6849.0,0 1 2 3 4 5 6 7 8,75.0,False
base,active,6792.0,6792.0,6899.0,9 10 11 12 13 14 15 16,76.0,False
base,active,6836.0,6836.0,6892.0,17 18 19 20 21 22 23 24 25,77.0,False
base,active,,6849.0,6853.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,6849.0,6892.0,8,-1.0,
base,active,6853.0,6853.0,6893.0,0 1 2 3 4 5 6 7,78.0,False
base,active,6878.0,6892.0,6960.0,8 17 18 19 20 21 22 23 24,79.0,False
base,active,,6892.0,7492.0,25,-1.0,
base,active,,6893.0,7096.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,6899.0,7499.0,9 10 11 12 13 14 15 16,-1.0,
base,active,,6960.0,7096.0,8,-1.0,
base,active,,6960.0,7655.0,17 18 19 20 21 22 23 24,-1.0,
base,active,7096.0,7096.0,7151.0,0 1 2 3 4 5 6 7 8,80.0,False
base,switching_off,,7100.0,7220.0,26 27 28 29 30,-2.0,
base,active,,7151.0,7163.0,0 1 2 3 4 5 6 7 8,-1.0,
base,active,7163.0,7163.0,7229.0,0 1 2 3 4 5 6 7 8,81.0,False
base,sleeping,,7220.0,7535.0,26 27,-4.0,
base,sleeping,,7220.0,14345.0,28,-4.0,
base,sleeping,,7220.0,14357.0,29 30,-4.0,
base,active,,7229.0,7298.0,0 1 2 3 4 5,-1.0,
base,active,,7229.0,7526.0,6 7 8,-1.0,
base,active,7298.0,7298.0,7430.0,0 1 2 3 4 5,82.0,False
base,active,,7430.0,7526.0,0 1 2 3 4 5,-1.0,
base,switching_off,,7492.0,7612.0,25,-2.0,
base,switching_off,,7499.0,7619.0,9 10 11 12 13 14 15 16,-2.0,
base,active,7526.0,7526.0,7638.0,0 1 2 3 4 5 6 7 8,83.0,False
base,switching_on,,7535.0,7655.0,26 27,-3.0,
base,sleeping,,7612.0,10143.0,25,-4.0,
base,sleeping,,7619.0,7638.0,9 10 11 12 13,-4.0,
base,sleeping,,7619.0,8741.0,14,-4.0,
base,sleeping,,7619.0,8834.0,15 16,-4.0,
base,active,7581.0,7638.0,7748.0,0 1 2 3 4 5,85.0,False
base,active,,7638.0,7758.0,6 7 8,-1.0,
base,switching_on,,7638.0,7758.0,9 10 11 12 13,-3.0,
base,active,7535.0,7655.0,7790.0,17 18 19 20 21 22 23 24 26 27,84.0,False
base,active,,7748.0,8014.0,0 1 2 3 4 5,-1.0,
base,active,7625.0,7758.0,7809.0,6 7 8 9 10 11 12 13,86.0,False
base,active,,7790.0,8390.0,17 18 19 20 21 22 23 24 26 27,-1.0,
base,active,,7809.0,8014.0,6 7 8,-1.0,
base,active,,7809.0,8409.0,9 10 11 12 13,-1.0,
base,active,8014.0,8014.0,8141.0,0 1 2 3 4 5 6 7 8,87.0,False
base,active,,8141.0,8159.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,8141.0,8567.0,8,-1.0,
base,active,8159.0,8159.0,8177.0,0 1 2 3 4 5 6 7,88.0,False
base,active,,8177.0,8234.0,0 1 2 3 4 5,-1.0,
base,active,,8177.0,8376.0,6,-1.0,
base,active,,8177.0,8528.0,7,-1.0,
base,active,8234.0,8234.0,8312.0,0 1 2 3 4 5,89.0,False
base,active,,8312.0,8376.0,0 1 2 3 4 5,-1.0,
base,active,8376.0,8376.0,8528.0,0 1 2 3 4 5 6,90.0,False
base,switching_off,,8390.0,8510.0,17 18 19 20 21 22 23 24 26 27,-2.0,
base,switching_off,,8409.0,8529.0,9 10 11 12 13,-2.0,
base,sleeping,,8510.0,10126.0,17,-4.0,
base,sleeping,,8510.0,10143.0,18 19 20 21 22 23 24,-4.0,
base,sleeping,,8510.0,10224.0,26,-4.0,
base,sleeping,,8510.0,14345.0,27,-4.0,
base,active,8428.0,8528.0,8567.0,0 1 2 3 4 5 6 7,91.0,False
base,sleeping,,8529.0,8741.0,9 10 11 12 13,-4.0,
base,active,8467.0,8567.0,8639.0,0 1 2 3 4 5 6 7 8,92.0,False
base,active,8572.0,8639.0,8732.0,0 1 2 3 4 5,93.0,False
base,active,,8639.0,8732.0,6,-1.0,
base,active,,8639.0,8861.0,7 8,-1.0,
base,active,8648.0,8732.0,8814.0,0 1 2 3 4 5 6,94.0,False
base,switching_on,,8741.0,8861.0,9 10 11 12 13 14,-3.0,
base,active,,8814.0,8954.0,0 1 2 3 4 5 6,-1.0,
base,switching_on,,8834.0,8954.0,15 16,-3.0,
base,active,8711.0,8861.0,8983.0,7 8 9 10 11 12 13 14,95.0,False
base,active,8834.0,8954.0,9051.0,0 1 2 3 4 5 6 15 16,96.0,False
base,active,8913.0,8983.0,9040.0,7 8 9 10 11 12 13,97.0,False
base,active,,8983.0,9040.0,14,-1.0,
base,active,8998.0,9040.0,9109.0,7 8 9 10 11 12 13 14,98.0,False
base,active,9024.0,9051.0,9101.0,0 1 2 3 4 5 6,99.0,False
base,active,,9051.0,9101.0,15,-1.0,
base,active,,9051.0,9651.0,16,-1.0,
base,active,9091.0,9101.0,9214.0,0 1 2 3 4 5 6 15,100.0,False
base,active,,9109.0,9192.0,7 8 9 10 11 12 13 14,-1.0,
base,active,9192.0,9192.0,9244.0,7 8 9 10 11 12 13 14,101.0,False
base,active,,9214.0,9274.0,0 1 2 3 4 5 6,-1.0,
base,active,,9214.0,9309.0,15,-1.0,
base,active,,9244.0,9274.0,7 8,-1.0,
base,active,,9244.0,9309.0,9 10 11 12 13 14,-1.0,
base,active,9274.0,9274.0,9345.0,0 1 2 3 4 5 6 7 8,102.0,False
base,active,9309.0,9309.0,9406.0,9 10 11 12 13 14 15,103.0,False
base,active,,9345.0,9565.0,0 1 2 3 4 5 6,-1.0,
base,active,,9345.0,9932.0,7,-1.0,
base,active,,9345.0,9945.0,8,-1.0,
base,active,,9406.0,10006.0,9 10 11 12 13 14 15,-1.0,
base,active,9565.0,9565.0,9636.0,0 1 2 3 4 5 6,104.0,False
base,active,,9636.0,9932.0,0 1 2 3 4 5 6,-1.0,
base,switching_off,,9651.0,9771.0,16,-2.0,
base,sleeping,,9771.0,10023.0,16,-4.0,
base,active,9932.0,9932.0,9986.0,0 1 2 3 4 5 6 7,105.0,False
base,switching_off,,9945.0,10065.0,8,-2.0,
base,active,,9986.0,10143.0,0 1 2 3 4 5 6 7,-1.0,
base,switching_off,,10006.0,10126.0,9 10 11 12 13 14 15,-2.0,
base,switching_on,,10023.0,10143.0,16,-3.0,
base,sleeping,,10065.0,10126.0,8,-4.0,
base,switching_on,,10126.0,10246.0,8 9 10 11 12 13 14 15 17,-3.0,
base,active,10023.0,10143.0,10224.0,0 1 2 3 4 5 6 7 16,106.0,False
base,switching_on,,10143.0,10263.0,18 19 20 21 22 23 24 25,-3.0,
base,active,,10224.0,10344.0,0 1 2 3 4 5 6 7 16,-1.0,
base,switching_on,,10224.0,10344.0,26,-3.0,
base,active,10060.0,10246.0,10309.0,8 9 10 11 12 13 14 15 17,107.0,False
base,active,10072.0,10263.0,10324.0,18 19 20 21 22 23 24 25,108.0,False
base,active,,10309.0,10324.0,14 15 17,-1.0,
base,active,10215.0,10309.0,10421.0,8 9 10 11 12 13,110.0,False
base,active,10272.0,10324.0,10388.0,14 15 17 18 19 20 21 22 23,111.0,False
base,active,,10324.0,10924.0,24 25,-1.0,
base,active,10134.0,10344.0,10423.0,0 1 2 3 4 5 6 7 16 26,109.0,False
base,active,,10388.0,10420.0,14 15 17 18 19 20 21 22,-1.0,
base,active,,10388.0,10988.0,23,-1.0,
base,active,10420.0,10420.0,10469.0,14 15 17 18 19 20 21 22,112.0,False
base,active,,10421.0,10520.0,8,-1.0,
base,active,,10421.0,11021.0,9 10 11 12 13,-1.0,
base,active,,10423.0,10520.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,10423.0,11023.0,16 26,-1.0,
base,active,,10469.0,11069.0,14 15 17 18 19 20 21 22,-1.0,
base,active,10520.0,10520.0,10572.0,0 1 2 3 4 5 6 7 8,113.0,False
base,active,,10572.0,10679.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,10572.0,10819.0,8,-1.0,
base,active,10679.0,10679.0,10725.0,0 1 2 3 4 5 6 7,114.0,False
base,active,,10725.0,10737.0,0 1 2 3 4 5 6,-1.0,
base,active,,10725.0,10819.0,7,-1.0,
base,active,10737.0,10737.0,10811.0,0 1 2 3 4 5 6,115.0,False
base,active,,10811.0,10819.0,0 1 2 3 4 5 6,-1.0,
base,active,10819.0,10819.0,10925.0,0 1 2 3 4 5 6 7 8,116.0,False
base,switching_off,,10924.0,11044.0,24 25,-2.0,
base,active,,10925.0,11016.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,10925.0,11477.0,8,-1.0,
base,switching_off,,10988.0,11108.0,23,-2.0,
base,active,11016.0,11016.0,11069.0,0 1 2 3 4 5 6 7,117.0,False
base,switching_off,,11021.0,11141.0,9 10 11 12 13,-2.0,
base,switching_off,,11023.0,11143.0,16 26,-2.0,
base,sleeping,,11044.0,14345.0,24 25,-4.0,
base,active,,11069.0,11141.0,0 1 2 3 4 5,-1.0,
base,switching_off,,11069.0,11189.0,14 15 17 18 19 20 21 22,-2.0,
base,active,,11069.0,11207.0,6,-1.0,
base,active,,11069.0,11477.0,7,-1.0,
base,sleeping,,11108.0,11879.0,23,-4.0,
base,active,11141.0,11141.0,11183.0,0 1 2 3 4 5,118.0,False
base,sleeping,,11141.0,11639.0,9,-4.0,
base,sleeping,,11141.0,11759.0,10 11 12 13,-4.0,
base,sleeping,,11143.0,11759.0,16,-4.0,
base,sleeping,,11143.0,14345.0,26,-4.0,
base,active,,11183.0,11207.0,0 1 2 3 4 5,-1.0,
base,sleeping,,11189.0,11759.0,14 15 17,-4.0,
base,sleeping,,11189.0,11879.0,18 19 20 21 22,-4.0,
base,active,11207.0,11207.0,11300.0,0 1 2 3 4 5 6,119.0,False
base,active,,11300.0,11334.0,0 1 2 3 4 5 6,-1.0,
base,active,11334.0,11334.0,11393.0,0 1 2 3 4 5 6,120.0,False
base,active,11341.0,11393.0,11477.0,0 1 2 3 4 5 6,121.0,False
base,active,11417.0,11477.0,11494.0,0 1 2 3 4 5 6 7 8,122.0,False
base,active,,11494.0,11759.0,0 1 2 3 4 5 6 7 8,-1.0,
base,switching_on,,11639.0,11759.0,9,-3.0,
base,active,11639.0,11759.0,11861.0,0 1 2 3 4 5 6 7 8 9,123.0,False
base,switching_on,,11759.0,11879.0,10 11 12 13 14 15 16 17,-3.0,
base,active,11858.0,11861.0,11929.0,0 1 2 3 4 5 6 7 8,125.0,False
base,active,,11861.0,11999.0,9,-1.0,
base,active,11728.0,11879.0,11968.0,10 11 12 13 14 15 16 17,124.0,False
base,switching_on,,11879.0,11999.0,18 19 20 21 22 23,-3.0,
base,active,11905.0,11929.0,12026.0,0 1 2 3 4 5 6,127.0,False
base,active,,11929.0,12072.0,7 8,-1.0,
base,active,,11968.0,12072.0,10 11 12 13,-1.0,
base,active,,11968.0,12086.0,14 15 16 17,-1.0,
base,active,11862.0,11999.0,12073.0,9 18 19 20 21 22 23,126.0,False
base,active,,12026.0,12029.0,0 1 2 3 4 5 6,-1.0,
base,active,12029.0,12029.0,12163.0,0 1 2 3 4 5 6,128.0,False
base,active,12072.0,12072.0,12161.0,7 8 10 11 12 13,129.0,False
base,active,,12073.0,12086.0,9 18 19 20,-1.0,
base,active,,12073.0,12673.0,21 22 23,-1.0,
base,active,12086.0,12086.0,12127.0,9 14 15 16 17 18 19 20,130.0,False
base,active,,12127.0,12146.0,9 14 15 16 17 18 19 20,-1.0,
base,active,12146.0,12146.0,12273.0,9 14 15 16 17 18 19 20,131.0,False
base,active,,12161.0,12181.0,7,-1.0,
base,active,,12161.0,12371.0,8 10 11 12 13,-1.0,
base,active,,12163.0,12181.0,0 1 2 3 4 5 6,-1.0,
base,active,12181.0,12181.0,12283.0,0 1 2 3 4 5 6 7,132.0,False
base,active,,12273.0,12371.0,9 14 15,-1.0,
base,active,,12273.0,12873.0,16 17 18 19 20,-1.0,
base,active,,12283.0,12349.0,0 1 2 3 4 5 6 7,-1.0,
base,active,12349.0,12349.0,12407.0,0 1 2 3 4 5 6 7,133.0,False
base,active,12371.0,12371.0,12495.0,8 9 10 11 12 13 14 15,134.0,False
base,active,,12407.0,12566.0,0 1 2 3 4 5 6 7,-1.0,
base,active,,12495.0,12566.0,8,-1.0,
base,active,,12495.0,12704.0,9 10 11 12 13 14,-1.0,
base,active,,12495.0,13095.0,15,-1.0,
base,active,12566.0,12566.0,12615.0,0 1 2 3 4 5 6 7 8,135.0,False
base,active,,12615.0,12656.0,0 1 2 3 4 5 6 7 8,-1.0,
base,active,12656.0,12656.0,12746.0,0 1 2 3 4 5 6 7 8,136.0,False
base,switching_off,,12673.0,12793.0,21 22 23,-2.0,
base,active,12704.0,12704.0,12822.0,9 10 11 12 13 14,137.0,False
base,active,,12746.0,12799.0,0 1 2 3 4 5 6 7 8,-1.0,
base,sleeping,,12793.0,14345.0,21 22 23,-4.0,
base,active,12799.0,12799.0,12856.0,0 1 2 3 4 5 6 7 8,138.0,False
base,active,,12822.0,12888.0,9,-1.0,
base,active,,12822.0,13422.0,10 11 12 13 14,-1.0,
base,active,,12856.0,12888.0,0 1 2 3 4 5 6 7 8,-1.0,
base,switching_off,,12873.0,12993.0,16 17 18 19 20,-2.0,
base,active,12888.0,12888.0,12932.0,0 1 2 3 4 5 6 7 8 9,139.0,False
base,active,,12932.0,12977.0,0 1 2 3 4 5,-1.0,
